[15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15],
[15,12, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,11,15,12, 7, 7, 7, 7, 7, 7, 7, 7,11,15,12, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4,15,12, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,11,15,12, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,11,15,12, 7,11,15, 4, 4, 4, 4, 4,12, 7, 4, 4, 4, 4, 4, 4,15,12, 7, 7, 7, 7, 7,11,15],
[15, 5,13,13,13,13,13,13,13,13,13,13, 3,15, 5,13,13,13,13,13,13,13,13, 3,15, 5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13, 3,15, 5,13,13,13,13,13,13,13,13,13,13,13,13, 3,15, 5,13,13,13,13,13,13,13,13,13,13, 3,15, 5,13, 3,15,12, 7, 7, 7, 7, 5,13, 3, 4, 7, 7,11, 4,15, 5,13,13,13,13,13, 3,15],
[15, 5,13, 0, 1, 1, 1, 1, 1, 1, 2,13, 3,15, 5,13, 0, 1, 1, 1, 1, 5,13, 3,15,10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5,13, 0, 1, 1, 4,15, 5,13, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4,15, 5,13, 0, 1, 1, 1, 1, 1, 1, 1, 1, 4,15, 5,13, 3, 4, 5,13,13,13,13,13,13,13,13,13,13, 3, 4,15, 5,13, 0, 1, 5,13, 3,15],
[15, 5,13, 3,15,15,15,15,15,15, 5,13, 3,15, 5,13, 3,15,15,15,15, 5,13, 3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15, 5,13, 3,15,15,15,15, 5,13, 3,15,15,15,15,15,15,15,15,15,15,15,15, 5,13, 3,15,15,15,15,15,15,15,15,15,15, 5,13, 3, 5,13,13,13,13,13,13,13,13,13,13,13, 3, 4,15, 5,13, 3,15, 5,13, 3,15],
[15, 5,13, 3,15,12, 7,11, 4,15, 5,13, 3,15, 5,13, 3,15, 4, 4, 4, 5,13, 3,15,12, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7,11,15, 5,13, 3, 7, 7,11,15, 5,13, 3, 7, 7, 7,11,15,12, 7, 7, 7, 7, 7, 7, 5,13, 3,15,12, 7, 7, 7, 7, 7, 7, 7, 7, 5,13, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4,15, 5,13, 3,15, 5,13, 3,15],
[15, 5,13, 3,15, 5,13, 3, 4,15, 5,13, 3,15, 5,13, 3,15, 5,13,13,13,13, 3,15, 5,13,13,13,13,13,13,13,13,13,13,13,13,13, 3,15, 5,13,13,13,13, 3,15, 5,13,13,13,13,13, 3,15, 5,13,13,13,13,13,13,13,13, 3,15, 5,13,13,13,13,13,13,13,13,13,13, 3,15, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,15, 5,13, 3,15, 5,13, 3,15],
[15, 5,13, 3,15, 5,13, 3, 4,15, 5,13, 3,15, 5,13, 3,15,10, 1, 1, 1, 1, 4,15, 5,13, 0, 1, 1, 1, 1, 1, 5,13, 0, 1, 5,13, 3,15,10, 1, 1, 5,13, 3,15, 5,13, 3, 1, 5,13, 3,15, 5,13, 0, 1, 1, 1, 1, 1, 1, 4,15, 5,13, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15, 5,13, 3,15, 5,13, 3,15],
[15, 5,13, 3,15, 5,13, 3, 7, 7, 8,13, 3,15, 5,13, 3,15,15,15,15,15,15,15,15, 5,13, 3,15,15,15,15,15, 5,13, 3,15, 5,13, 3,15,15,15,15, 5,13, 3,15, 5,13, 3,15, 5,13, 3,15, 5,13, 3,15,15,15,15,15,15,15,15, 5,13, 3,15,15,15,15,15,15,15,15,15,15, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5,13, 3,15, 5,13, 3,15],
[15, 5,13, 3,15, 5,13,13,13,13,13,13, 3,15, 5,13, 3,15,12, 7, 4, 4, 4, 4, 4, 5,13, 3,15, 4, 7, 7, 7, 5,13, 3,15, 5,13, 3,15,12, 7, 7, 5,13, 3,15, 5,13, 3,15, 5,13, 3,15, 5,13, 3,15,12, 7, 7, 7, 7, 7, 7, 5,13, 3,15, 4, 7, 7, 7, 7, 7, 7, 7, 7, 5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13, 3,15, 5,13, 3,15],
[15, 5,13, 3,15,10, 1, 1, 1, 1, 1, 1, 9,15, 5,13, 3,15, 5,13,13,13,13,13,13,13,13, 3,15, 5,13,13,13,13,13, 3,15, 5,13, 3,15, 5,13,13,13,13, 3,15, 5,13, 3,15, 5,13, 3,15, 5,13, 3,15, 5,13,13,13,13,13,13,13,13, 3,15, 5,13,13,13,13,13,13,13,13,13,13, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4,15, 5,13, 3,15],
[15, 5,13, 3,15,15,15,15,15,15,15,15,15,15, 5,13, 3,15, 5,13, 0, 1, 1, 1, 1, 1, 1, 4,15, 5,13, 0, 1, 5,13, 3,15, 5,13, 3,15, 5,13, 0, 1, 1, 4,15, 5,13, 3,15, 5,13, 3,15, 5,13, 3,15, 5,13, 0, 1, 1, 1, 1, 1, 1, 4,15,10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15, 5,13, 3,15],
